"city","walkability","has_college"
"Ithaca",6.54654654654054,TRUE
"Jackson",6.91867954909501,FALSE
"Jacksonville",9.68794774547408,TRUE
"Johnson City",6.05652173913623,FALSE
"Johnstown",7.23510466995652,FALSE
"Jonesboro",6.35474006131193,FALSE
"Joplin",7.15773809524405,FALSE
"Kalamazoo",6.23721122113614,TRUE
"Kansas City",9.65813648295107,FALSE
"Kennewick",10.1703056768428,FALSE
"Kerrville",6.74489795895918,FALSE
"Knoxville",6.70764617688756,TRUE
"Kokomo",6.55228758163725,FALSE
"Lafayette",7.4003378378598,FALSE
"Lake Charles",6.8420038536185,FALSE
"Las Vegas",11.8382687926735,TRUE
"Lexington",8.39700765490397,TRUE
"Lima",6.62199312713402,FALSE
"Lincoln",12.3007092197106,TRUE
"Little Rock",8.15731573166997,FALSE
"Los Angeles",12.8906481481931,TRUE
"Louisville/Jefferson County",9.3988326849786,FALSE
"Lubbock",7.82188295162977,TRUE
"Macon",6.62121212116601,FALSE
"Madison",9.93475682089502,TRUE
"Mankato",7.18478260870652,FALSE
"Mansfield",6.61497326199465,FALSE
"Marinette",6.07088122593103,FALSE
"Martin",5.0377358489434,FALSE
"Mayagüez",3.99444444441667,FALSE
"McAllen",7.00088652484043,TRUE
"Medford",9.73388581963536,FALSE
"Memphis",9.49923983282668,TRUE
"Miami",12.1936018130792,TRUE
"Midland",7.91984126990476,FALSE
"Milwaukee",11.0003968253929,TRUE
"Minneapolis",10.5224432542961,TRUE
"Mobile",6.80921052635789,FALSE
"Monroe",6.32982456142105,FALSE
"Montgomery",8.64266666671467,FALSE
"Morgantown",6.8133680555625,TRUE
"Moses Lake",7.0710382514918,FALSE
"Mount Pleasant",6.006249999875,FALSE
"Myrtle Beach",6.59883040942456,FALSE
"Nashville",8.11682098771482,FALSE
"New Bern",6.33653846158333,FALSE
"New Orleans",10.1324440850752,FALSE
"New York",12.1589940323896,TRUE
"North Port",10.4873737372929,FALSE
"Oklahoma City",9.53163580251759,FALSE
"Omaha",10.0079270709738,TRUE
"Orlando",9.56402892996682,TRUE
"Paducah",6.04867256634513,FALSE
"Parkersburg",6.60416666658333,FALSE
"Pensacola",8.71794871797659,FALSE
"Philadelphia",11.9817988574613,TRUE
"Phoenix",10.8385473504453,TRUE
"Pittsburgh",10.0097590728815,TRUE
"Ponce",4.44764957264103,FALSE
"Portland",11.4743097067297,TRUE
"Pueblo",7.08529411770588,FALSE
"Pullman",6.5625000000625,TRUE
"Quincy",7.10757575761818,FALSE
"Raleigh",9.12026002168364,TRUE
"Rapid City",7.49339934,FALSE
"Redding",8.80842911874713,FALSE
"Reno",9.45083932861391,TRUE
"Richmond",6.66452991451282,TRUE
"Rochester",9.09642233850611,TRUE
"Rockford",6.88598781546475,FALSE
"Rocky Mount",6.99444444436667,FALSE
"Sacramento",11.5243902439615,TRUE
"Saginaw",6.71953675729607,FALSE
"Salisbury",7.37128712868647,FALSE
"Salt Lake City",11.8357366017801,TRUE
"San Antonio",10.430339024951,TRUE
"San Jose",12.6173431523891,TRUE
"San Juan",4.83808499190855,FALSE
"Savannah",9.12560386469855,FALSE
"Scottsboro",4.94673539514433,FALSE
"Seattle",11.1856878134987,TRUE
"Shreveport",6.4772727272697,FALSE
"South Bend",6.87199582028683,FALSE
"Spencer",7.05050505039394,FALSE
"Spokane",10.6635071089716,FALSE
"Springfield",8.84057970995987,TRUE
"St. Louis",9.99686897886513,FALSE
"State College",9.18699186980488,FALSE
"Steamboat Springs",6.81372549026471,FALSE
"Syracuse",9.9413105412735,TRUE
"Toledo",9.46734234244054,FALSE
"Tucson",10.4648064354796,TRUE
"Tulsa",9.14544650766844,TRUE
"Tupelo",5.39523809531429,FALSE
"Tyler",6.69898989905455,FALSE
"Victoria",7.06741573019101,FALSE
"Virginia Beach",9.91945773532456,FALSE
"Washington",10.8446346648458,TRUE
"Wausau",6.73451910404348,FALSE
"Wichita",9.82059020798793,FALSE
"Williamsport",7.49222222234,FALSE
"Youngstown",6.61020629753746,FALSE
NA,7.3716474012204,FALSE
